Column1,Column2
"مين اللي كاتب كتاب "" حظك تعرفه من إسمك""؟",SELECT Author FROM books WHERE Title = 'حظك تعرفه من إسمك';
ما اسم الناشر وسنة النشر لكتاب ' جواد موج لا شاطئ له'؟,"SELECT Publisher, PublicationYear FROM books WHERE Title = 'جواد موج لا شاطئ له';"
مين هو المؤلف وكم عدد صفحات كتاب 'أبو بكر الرازي'؟,"SELECT Author, Pages FROM books WHERE Title = 'أبو بكر الرازي';"
"بتعرف عدد صفحات كتاب "" 100 منزل رائع من نخبة منازل العالم""؟",SELECT Pages FROM books WHERE Title = '100 منزل رائع من نخبة منازل العالم';
مين اللي نشر كتاب الشرق الأدنى في العصور الوسطى - (1) الايوبيون؟,SELECT Publisher FROM books WHERE Title = 'الشرق الأدنى في العصور الوسطى - (1) الايوبيون';
التصنيف تبع كتاب جولة في حديقة الحيوانات مع بابون شو؟,SELECT Category FROM books WHERE Title = 'جولة في حديقة الحيوانات مع بابون';
"مين الكاتب تبع "" المدخل المعاصر إلى علم المحاسبة المالية""؟",SELECT Author FROM books WHERE Title = 'المدخل المعاصر إلى علم المحاسبة المالية';
شو الفئة الفرعية تبعت فلسفة الإمامة في الفكر الشيعي الإثني عشري؟,SELECT Subcategory FROM books WHERE Title = 'فلسفة الإمامة في الفكر الشيعي الإثني عشري';
"قديش ثمن "" أفضل الصلوات على محمد سيد السادات""؟",SELECT Price FROM books WHERE Title = 'أفضل الصلوات على محمد سيد السادات';
"شو سعر كتاب "" مباحث سيميائية أسلوبية في نصوص من القرآن الكريم""؟",SELECT Price FROM books WHERE Title = 'مباحث سيميائية أسلوبية في نصوص من القرآن الكريم';
"بتعرف مين كتب "" إسمي أحمر""؟",SELECT Author FROM books WHERE Title = 'إسمي أحمر';
ما الكتب التي كتبها أسامة جعارة وما هي أسعارها؟,"SELECT Title, Price FROM books WHERE Author = 'أسامة جعارة';"
"بتعرف عدد صفحات كتاب "" دليلك إلى الإستثمار الإجتماعي""؟",SELECT Pages FROM books WHERE Title = 'دليلك إلى الإستثمار الإجتماعي';
مين ألّف كتاب شيفرة الزواج السعيد؟,SELECT Author FROM books WHERE Title = 'شيفرة الزواج السعيد';
"قديش عدد صفحات "" الثقافة النفسية - العدد الحادي والعشرون""؟",SELECT Pages FROM books WHERE Title = 'الثقافة النفسية - العدد الحادي والعشرون';
فيه إشي جديد من  دار قنبز؟,SELECT Title FROM books WHERE Publisher = 'دار قنبز';
"قديش عدد صفحات "" تراجيديات سوفقليس""؟",SELECT Pages FROM books WHERE Title = 'تراجيديات سوفقليس';
"شو سعر كتاب "" العلاقات العامة في الصحافة والإعلام""؟",SELECT Price FROM books WHERE Title = 'العلاقات العامة في الصحافة والإعلام';
"ما هو سعر كتاب ""أرق الصحراء""؟",SELECT Price FROM books WHERE Title = 'أرق الصحراء';
"بتعرف مين كتب "" الثقافة النفسية - العدد الثاني والعشرون""؟",SELECT Author FROM books WHERE Title = 'الثقافة النفسية - العدد الثاني والعشرون';
"بتعرف مين كتب "" كارمن والأبراج 2006""؟",SELECT Author FROM books WHERE Title = 'كارمن والأبراج 2006';
شو نوع كتاب تاريخ لبنان السياسي والاقتصادي 1958-1975؟,SELECT Category FROM books WHERE Title = 'تاريخ لبنان السياسي والاقتصادي 1958-1975';
"مين الكاتب تبع "" مشيخة الإمام محيي الدين عبد القادر بن علي بن محمد اليونيني البعلبكي""؟",SELECT Author FROM books WHERE Title = 'مشيخة الإمام محيي الدين عبد القادر بن علي بن محمد اليونيني البعلبكي';
"مين اللي كاتب كتاب "" التحليل الإحصائي المتقدم بإستخدام SPSS""؟",SELECT Author FROM books WHERE Title = 'التحليل الإحصائي المتقدم بإستخدام SPSS';
"شو سعر كتاب "" الفيزياء الجامعية للعلوم الطبية والحيوية""؟",SELECT Price FROM books WHERE Title = 'الفيزياء الجامعية للعلوم الطبية والحيوية';
"قديش ثمن "" المدينة، الذاكرة، الحياة""؟","SELECT Price FROM books WHERE Title = 'المدينة، الذاكرة، الحياة';"
شو نوع كتاب لآلئ عمري؟,SELECT Category FROM books WHERE Title = 'لآلئ عمري';
"مين الكاتب تبع "" الإعلام الدبلوماسي والسياسي""؟",SELECT Author FROM books WHERE Title = 'الإعلام الدبلوماسي والسياسي';
"بتعرف عدد صفحات كتاب "" النقود والبنوك والمتغيرات الإقتصادية المعاصرة""؟",SELECT Pages FROM books WHERE Title = 'النقود والبنوك والمتغيرات الإقتصادية المعاصرة';
"من هو الناشر لكتاب ""أطلس الخليفة عمر بن الخطاب رضي الله عنه""؟",SELECT Publisher FROM books WHERE Title = 'أطلس الخليفة عمر بن الخطاب رضي الله عنه';
"مين اللي كاتب كتاب "" استخدام مصفوفتي R-mode و Q-mode في التحليل العاملي""؟",SELECT Author FROM books WHERE Title = 'استخدام مصفوفتي R-mode و Q-mode في التحليل العاملي';
"مين الكاتب تبع "" اساسيات الكيمياء الحيوية الفيزيائية""؟",SELECT Author FROM books WHERE Title = 'اساسيات الكيمياء الحيوية الفيزيائية';
"بتعرف عدد صفحات كتاب "" المسرح المدرسي""؟",SELECT Pages FROM books WHERE Title = 'المسرح المدرسي';
بدي اشوف كتب صادرة عن  نهضة مصر للطباعة والنشر والتوزيع.,SELECT Title FROM books WHERE Publisher = 'نهضة مصر للطباعة والنشر والتوزيع';
"قديش ثمن "" تفسير سورة البينة""؟",SELECT Price FROM books WHERE Title = 'تفسير سورة البينة';
"ما هو سعر كتاب ""غلطة الأميرة""؟",SELECT Price FROM books WHERE Title = 'غلطة الأميرة';
"قديش ثمن "" مصطلح الحديث الميسر""؟",SELECT Price FROM books WHERE Title = 'مصطلح الحديث الميسر';
"ما هي الفئة الفرعية لكتاب ""Les Yézidis de Syrie et du Djebel Sindjar""؟",SELECT Subcategory FROM books WHERE Title = 'Les Yézidis de Syrie et du Djebel Sindjar';
بدي كتاب صفحاته أكتر من 284,SELECT * FROM books WHERE Pages > 284
مين هو المؤلف وكم عدد صفحات كتاب ' الدمية'؟,"SELECT Author, Pages FROM books WHERE Title = 'الدمية';"
"بتعرف عدد صفحات كتاب "" المنهجية الإسلامية والعلوم السلوكية والتربوية (بحوث ومناقشات المؤتمر العالمي الرابع للفكر الإسلامي)""؟",SELECT Pages FROM books WHERE Title = 'المنهجية الإسلامية والعلوم السلوكية والتربوية (بحوث ومناقشات المؤتمر العالمي الرابع للفكر الإسلامي)';
من هو المؤلف وكم عدد صفحات كتاب ' مناقب الإمام أحمد بن حنبل'؟,"SELECT Author, Pages FROM books WHERE Title = 'مناقب الإمام أحمد بن حنبل';"
"قديش عدد صفحات ""مشروع الامل""؟",SELECT Pages FROM books WHERE Title = 'مشروع الامل';
"ما نوع غلاف كتاب ""البيت المدمر""؟",SELECT Cover FROM books WHERE Title = 'البيت المدمر';
"قديش ثمن "" التربية العربية والإسلامية - العدد الخامس عشر""؟",SELECT Price FROM books WHERE Title = 'التربية العربية والإسلامية - العدد الخامس عشر';
"كم يبلغ عدد صفحات كتاب ""تاريخ اليهود في بلاد العرب في الجاهلية وصدر الإسلام""؟",SELECT Pages FROM books WHERE Title = 'تاريخ اليهود في بلاد العرب في الجاهلية وصدر الإسلام';
"بتعرف مين كتب "" الطاقة والمباني""؟",SELECT Author FROM books WHERE Title = 'الطاقة والمباني';
أيمتى نُشر كتاب مستعد للنوم؟,SELECT PublicationYear FROM books WHERE Title = 'مستعد للنوم';
مين اللي نشر كتاب تاريخ مصر فى العصور الوسطى؟,SELECT Publisher FROM books WHERE Title = 'تاريخ مصر فى العصور الوسطى';
"ما هو سعر كتاب ""Let`s Discover Letters""؟",SELECT Price FROM books WHERE Title = 'Let`s Discover Letters';
"سعر "" التسويق في إدارة الضيافة والسياحة"" قديش؟",SELECT Price FROM books WHERE Title = 'التسويق في إدارة الضيافة والسياحة';
الغلاف تبع كوكب الأمنيات كيف شكله؟,SELECT Cover FROM books WHERE Title = 'كوكب الأمنيات';
"ما نوع غلاف كتاب ""دليل تربية الطفل من الولادة حتى المراهقة""؟",SELECT Cover FROM books WHERE Title = 'دليل تربية الطفل من الولادة حتى المراهقة';
"شو سعر كتاب "" الأمن المائي والأمن الغذائي العربي، المياه في الشرق الأوسط وشمال أفريقيا بدائل الحروب والتنمية""؟","SELECT Price FROM books WHERE Title = 'الأمن المائي والأمن الغذائي العربي، المياه في الشرق الأوسط وشمال أفريقيا بدائل الحروب والتنمية';"
"سعر "" ادارة المشروعات الصغيرة"" قديش؟",SELECT Price FROM books WHERE Title = 'ادارة المشروعات الصغيرة';
"شو سعر كتاب "" علاج الحسد والمس والسحر بالرقية الشرعية""؟",SELECT Price FROM books WHERE Title = 'علاج الحسد والمس والسحر بالرقية الشرعية';
